station,valid,tmpf,tmpc,relh,sknt,p01m
SBVT,2014-03-22 17:00,95.00,35.00,44.14,18.00,0.00
SBVT,2014-03-22 18:00,91.40,33.00,49.36,17.00,0.00
SBVT,2014-03-22 19:00,86.00,30.00,58.55,18.00,0.00
SBVT,2014-03-22 20:00,86.00,30.00,58.55,16.00,0.00
SBVT,2014-03-22 21:00,82.40,28.00,69.90,10.00,0.00
SBVT,2014-03-22 22:00,80.60,27.00,78.76,16.00,0.00
SBVT,2014-03-22 23:00,80.60,27.00,78.76,12.00,0.00
SBVT,2014-03-23 00:00,82.40,28.00,74.28,8.00,0.00
SBVT,2014-03-23 01:00,80.60,27.00,78.76,4.00,0.00
SBVT,2014-03-23 02:00,78.80,26.00,78.62,4.00,0.00
SBVT,2014-03-23 03:00,77.00,25.00,88.67,4.00,0.00
SBVT,2014-03-23 04:00,77.00,25.00,94.19,2.00,0.00
SBVT,2014-03-23 05:00,77.00,25.00,94.19,3.00,0.00
SBVT,2014-03-23 06:00,78.80,26.00,88.75,2.00,0.00
SBVT,2014-03-23 07:00,78.80,26.00,88.75,2.00,0.00
SBVT,2014-03-23 08:00,78.80,26.00,83.55,3.00,0.00
SBVT,2014-03-23 09:00,78.80,26.00,88.75,3.00,0.00
SBVT,2014-03-23 10:00,77.00,25.00,88.67,4.00,0.00
SBVT,2014-03-23 11:00,77.00,25.00,94.19,4.00,0.00
SBVT,2014-03-23 11:47,77.00,25.00,94.19,12.00,0.00
SBVT,2014-03-23 12:00,77.00,25.00,88.67,10.00,0.00
SBVT,2014-03-23 12:12,77.00,25.00,88.67,12.00,0.00
SBVT,2014-03-23 13:00,75.20,24.00,94.14,8.00,0.00
SBVT,2014-03-23 14:00,75.20,24.00,94.14,3.00,0.00
SBVT,2014-03-23 15:00,75.20,24.00,94.14,9.00,0.00
SBVT,2014-03-23 16:00,77.00,25.00,94.19,8.00,0.00
SBVT,2014-03-23 17:00,77.00,25.00,94.19,4.00,0.00
SBVT,2014-03-23 17:30,77.00,25.00,94.19,11.00,0.00
SBVT,2014-03-23 18:00,77.00,25.00,83.44,12.00,0.00
SBVT,2014-03-23 19:00,77.00,25.00,88.67,13.00,0.00
SBVT,2014-03-23 20:00,77.00,25.00,83.44,10.00,0.00
SBVT,2014-03-23 21:00,77.00,25.00,83.44,12.00,0.00
SBVT,2014-03-23 22:00,78.80,26.00,78.62,10.00,0.00
SBVT,2014-03-23 23:00,78.80,26.00,78.62,9.00,0.00
SBVT,2014-03-24 00:00,78.80,26.00,78.62,9.00,0.00
SBVT,2014-03-24 01:00,78.80,26.00,78.62,8.00,0.00
SBVT,2014-03-24 02:00,78.80,26.00,78.62,10.00,0.00
SBVT,2014-03-24 03:00,78.80,26.00,78.62,12.00,0.00
SBVT,2014-03-24 03:22,77.00,25.00,83.44,15.00,0.00
SBVT,2014-03-24 04:00,75.20,24.00,88.59,12.00,0.00
SBVT,2014-03-24 05:00,75.20,24.00,94.14,16.00,0.00
SBVT,2014-03-24 06:00,75.20,24.00,94.14,11.00,0.00
SBVT,2014-03-24 07:00,75.20,24.00,88.59,14.00,0.00
SBVT,2014-03-24 08:00,73.40,23.00,94.10,14.00,0.00
SBVT,2014-03-24 09:00,73.40,23.00,94.10,15.00,0.00
SBVT,2014-03-24 10:00,75.20,24.00,83.32,18.00,0.00
SBVT,2014-03-24 10:34,73.40,23.00,88.51,14.00,0.00
SBVT,2014-03-24 11:00,71.60,22.00,88.43,16.00,0.00
SBVT,2014-03-24 11:41,73.40,23.00,88.51,4.00,0.00
SBVT,2014-03-24 12:00,75.20,24.00,88.59,4.00,0.00
SBVT,2014-03-24 13:00,82.40,28.00,69.90,10.00,0.00
SBVT,2014-03-24 14:00,86.00,30.00,51.72,16.00,0.00
SBVT,2014-03-24 15:00,82.40,28.00,61.81,12.00,0.00
SBVT,2014-03-24 16:00,84.20,29.00,51.47,15.00,0.00
SBVT,2014-03-24 17:00,86.00,30.00,51.72,12.00,0.00
SBVT,2014-03-24 18:00,84.20,29.00,51.47,16.00,0.00
SBVT,2014-03-24 19:00,82.40,28.00,58.08,15.00,0.00
SBVT,2014-03-24 20:00,78.80,26.00,65.33,17.00,0.00
SBVT,2014-03-24 21:00,78.80,26.00,61.36,10.00,0.00
SBVT,2014-03-24 22:00,78.80,26.00,61.36,11.00,0.00
SBVT,2014-03-24 23:00,77.00,25.00,65.12,9.00,0.00
SBVT,2014-03-25 00:00,78.80,26.00,61.36,5.00,0.00
SBVT,2014-03-25 01:00,78.80,26.00,54.05,10.00,0.00
SBVT,2014-03-25 02:00,77.00,25.00,65.12,8.00,0.00
SBVT,2014-03-25 03:00,75.20,24.00,73.61,8.00,0.00
SBVT,2014-03-25 04:00,75.20,24.00,73.61,7.00,0.00
SBVT,2014-03-25 05:00,75.20,24.00,73.61,6.00,0.00
SBVT,2014-03-25 06:00,75.20,24.00,73.61,5.00,0.00
SBVT,2014-03-25 07:00,75.20,24.00,73.61,4.00,0.00
SBVT,2014-03-25 08:00,75.20,24.00,73.61,5.00,0.00
SBVT,2014-03-25 09:00,75.20,24.00,78.34,4.00,0.00
SBVT,2014-03-25 10:00,77.00,25.00,73.78,4.00,0.00
SBVT,2014-03-25 11:00,82.40,28.00,61.81,8.00,0.00
SBVT,2014-03-25 12:00,82.40,28.00,65.74,10.00,0.00
SBVT,2014-03-25 13:00,86.00,30.00,58.55,7.00,0.00
SBVT,2014-03-25 14:00,86.00,30.00,58.55,7.00,0.00
SBVT,2014-03-25 15:00,87.80,31.00,55.29,11.00,0.00
SBVT,2014-03-25 16:00,87.80,31.00,55.29,11.00,0.00
SBVT,2014-03-25 17:00,86.00,30.00,58.55,11.00,0.00
SBVT,2014-03-25 18:00,86.00,30.00,58.55,14.00,0.00
SBVT,2014-03-25 19:00,84.20,29.00,62.03,12.00,0.00
SBVT,2014-03-25 20:00,80.60,27.00,69.71,13.00,0.00
SBVT,2014-03-25 21:00,78.80,26.00,73.95,9.00,0.00
SBVT,2014-03-25 22:00,78.80,26.00,78.62,12.00,0.00
SBVT,2014-03-25 23:00,78.80,26.00,78.62,10.00,0.00
SBVT,2014-03-26 00:00,77.00,25.00,83.44,10.00,0.00
SBVT,2014-03-26 01:00,77.00,25.00,83.44,6.00,0.00
SBVT,2014-03-26 02:00,77.00,25.00,88.67,2.00,0.00
SBVT,2014-03-26 03:00,75.20,24.00,88.59,4.00,0.00
SBVT,2014-03-26 04:00,75.20,24.00,88.59,4.00,0.00
SBVT,2014-03-26 05:00,75.20,24.00,94.14,3.00,0.00
SBVT,2014-03-26 06:00,75.20,24.00,94.14,4.00,0.00
SBVT,2014-03-26 07:00,75.20,24.00,94.14,6.00,0.00
SBVT,2014-03-26 08:00,73.40,23.00,94.10,6.00,0.00
SBVT,2014-03-26 09:00,73.40,23.00,94.10,6.00,0.00
SBVT,2014-03-26 10:00,75.20,24.00,94.14,9.00,0.00
SBVT,2014-03-26 11:00,77.00,25.00,88.67,6.00,0.00
SBVT,2014-03-26 12:00,78.80,26.00,78.62,9.00,0.00
SBVT,2014-03-26 13:00,82.40,28.00,74.28,9.00,0.00
SBVT,2014-03-26 14:00,80.60,27.00,78.76,9.00,0.00
SBVT,2014-03-26 14:37,80.60,27.00,78.76,7.00,0.00
SBVT,2014-03-26 15:00,78.80,26.00,83.55,7.00,0.00
SBVT,2014-03-26 16:00,80.60,27.00,78.76,6.00,0.00
SBVT,2014-03-26 17:00,82.40,28.00,69.90,9.00,0.00
SBVT,2014-03-26 18:00,86.00,30.00,58.55,9.00,0.00
SBVT,2014-03-26 19:00,84.20,29.00,65.95,10.00,0.00
SBVT,2014-03-26 20:00,80.60,27.00,74.11,9.00,0.00
SBVT,2014-03-26 21:00,78.80,26.00,78.62,7.00,0.00
SBVT,2014-03-26 22:00,77.00,25.00,78.48,8.00,0.00
SBVT,2014-03-26 23:00,77.00,25.00,78.48,4.00,0.00
SBVT,2014-03-27 00:00,77.00,25.00,78.48,6.00,0.00
SBVT,2014-03-27 01:00,77.00,25.00,78.48,4.00,0.00
SBVT,2014-03-27 02:00,77.00,25.00,78.48,4.00,0.00
SBVT,2014-03-27 03:00,77.00,25.00,78.48,2.00,0.00
SBVT,2014-03-27 04:00,77.00,25.00,78.48,5.00,0.00
SBVT,2014-03-27 05:00,77.00,25.00,78.48,6.00,0.00
SBVT,2014-03-27 06:00,77.00,25.00,78.48,6.00,0.00
SBVT,2014-03-27 07:00,77.00,25.00,83.44,6.00,0.00
SBVT,2014-03-27 08:00,77.00,25.00,83.44,3.00,0.00
SBVT,2014-03-27 09:00,77.00,25.00,83.44,2.00,0.00
SBVT,2014-03-27 10:00,80.60,27.00,74.11,6.00,0.00
SBVT,2014-03-27 11:00,82.40,28.00,69.90,7.00,0.00
SBVT,2014-03-27 12:00,84.20,29.00,70.08,12.00,0.00
SBVT,2014-03-27 13:00,86.00,30.00,66.15,11.00,0.00
SBVT,2014-03-27 14:00,87.80,31.00,62.47,10.00,0.00
SBVT,2014-03-27 15:00,86.00,30.00,62.25,10.00,0.00
SBVT,2014-03-27 16:00,89.60,32.00,55.53,10.00,0.00
SBVT,2014-03-27 17:00,87.80,31.00,58.78,10.00,0.00
SBVT,2014-03-27 18:00,82.40,28.00,74.28,8.00,0.00
SBVT,2014-03-27 19:00,86.00,30.00,62.25,8.00,0.00
SBVT,2014-03-27 20:00,80.60,27.00,74.11,10.00,0.00
SBVT,2014-03-27 21:00,77.00,25.00,83.44,8.00,0.00
SBVT,2014-03-27 22:00,77.00,25.00,83.44,4.00,0.00
SBVT,2014-03-27 23:00,77.00,25.00,83.44,6.00,0.00
SBVT,2014-03-28 00:00,75.20,24.00,88.59,2.00,0.00
SBVT,2014-03-28 01:00,77.00,25.00,83.44,2.00,0.00
SBVT,2014-03-28 02:00,75.20,24.00,88.59,4.00,0.00
SBVT,2014-03-28 03:00,75.20,24.00,88.59,5.00,0.00
SBVT,2014-03-28 04:00,75.20,24.00,88.59,2.00,0.00
SBVT,2014-03-28 05:00,73.40,23.00,94.10,3.00,0.00
SBVT,2014-03-28 06:00,75.20,24.00,88.59,2.00,0.00
SBVT,2014-03-28 07:00,75.20,24.00,94.14,2.00,0.00
SBVT,2014-03-28 08:00,75.20,24.00,88.59,1.00,0.00
SBVT,2014-03-28 09:00,73.40,23.00,94.10,1.00,0.00
SBVT,2014-03-28 10:00,75.20,24.00,88.59,5.00,0.00
SBVT,2014-03-28 11:00,77.00,25.00,88.67,5.00,0.00
SBVT,2014-03-28 12:00,80.60,27.00,78.76,6.00,0.00
SBVT,2014-03-28 13:00,86.00,30.00,66.15,9.00,0.00
SBVT,2014-03-28 14:00,86.00,30.00,66.15,10.00,0.00
SBVT,2014-03-28 15:00,84.20,29.00,65.95,8.00,0.00
SBVT,2014-03-28 16:00,82.40,28.00,69.90,8.00,0.00
SBVT,2014-03-28 17:00,86.00,30.00,62.25,8.00,0.00
SBVT,2014-03-28 18:00,84.20,29.00,70.08,12.00,0.00
SBVT,2014-03-28 19:00,84.20,29.00,65.95,10.00,0.00
SBVT,2014-03-28 20:00,78.80,26.00,78.62,12.00,0.00
SBVT,2014-03-28 21:00,78.80,26.00,83.55,8.00,0.00
SBVT,2014-03-28 21:13,77.00,25.00,88.67,6.00,0.00
SBVT,2014-03-28 21:40,77.00,25.00,88.67,4.00,0.00
SBVT,2014-03-28 22:00,77.00,25.00,88.67,5.00,0.00
SBVT,2014-03-28 23:00,77.00,25.00,94.19,4.00,0.00
SBVT,2014-03-29 00:00,75.20,24.00,94.14,5.00,0.00
SBVT,2014-03-29 00:40,null,null,null,3.00,0.00
SBVT,2014-03-29 01:00,null,null,null,6.00,0.00
SBVT,2014-03-29 01:20,75.20,24.00,94.14,6.00,0.00
SBVT,2014-03-29 02:00,75.20,24.00,94.14,3.00,0.00
SBVT,2014-03-29 03:00,73.40,23.00,94.10,4.00,0.00
SBVT,2014-03-29 04:00,73.40,23.00,94.10,4.00,0.00
SBVT,2014-03-29 05:00,73.40,23.00,94.10,2.00,0.00
SBVT,2014-03-29 06:00,73.40,23.00,94.10,2.00,0.00
SBVT,2014-03-29 07:00,73.40,23.00,94.10,2.00,0.00
SBVT,2014-03-29 08:00,73.40,23.00,100.00,3.00,0.00
SBVT,2014-03-29 09:00,73.40,23.00,100.00,2.00,0.00
SBVT,2014-03-29 10:00,77.00,25.00,88.67,4.00,0.00
SBVT,2014-03-29 11:00,80.60,27.00,83.66,4.00,0.00
SBVT,2014-03-29 12:00,82.40,28.00,74.28,8.00,0.00
SBVT,2014-03-29 13:00,84.20,29.00,70.08,8.00,0.00
SBVT,2014-03-29 14:00,84.20,29.00,70.08,8.00,0.00
SBVT,2014-03-29 15:00,84.20,29.00,70.08,12.00,0.00
SBVT,2014-03-29 16:00,84.20,29.00,74.44,10.00,0.00
SBVT,2014-03-29 17:00,86.00,30.00,70.27,10.00,0.00
SBVT,2014-03-29 18:00,80.60,27.00,78.76,6.00,0.00
SBVT,2014-03-29 19:00,80.60,27.00,78.76,5.00,0.00
SBVT,2014-03-29 20:00,80.60,27.00,78.76,5.00,0.00
SBVT,2014-03-29 21:00,80.60,27.00,78.76,4.00,0.00
SBVT,2014-03-29 22:00,78.80,26.00,83.55,2.00,0.00
SBVT,2014-03-29 23:00,78.80,26.00,83.55,1.00,0.00
SBVT,2014-03-30 00:00,78.80,26.00,88.75,2.00,0.00
SBVT,2014-03-30 01:00,78.80,26.00,88.75,3.00,0.00
SBVT,2014-03-30 02:00,77.00,25.00,94.19,2.00,0.00
SBVT,2014-03-30 03:00,77.00,25.00,88.67,3.00,0.00
SBVT,2014-03-30 04:00,75.20,24.00,94.14,4.00,0.00
SBVT,2014-03-30 05:00,75.20,24.00,88.59,4.00,0.00
SBVT,2014-03-30 06:00,73.40,23.00,94.10,2.00,0.00
SBVT,2014-03-30 07:00,75.20,24.00,88.59,2.00,0.00
SBVT,2014-03-30 08:00,73.40,23.00,94.10,4.00,0.00
SBVT,2014-03-30 09:00,73.40,23.00,94.10,3.00,0.00
SBVT,2014-03-30 10:00,75.20,24.00,94.14,2.00,0.00
SBVT,2014-03-30 11:00,78.80,26.00,88.75,3.00,0.00
SBVT,2014-03-30 12:00,84.20,29.00,70.08,3.00,0.00
SBVT,2014-03-30 13:00,86.00,30.00,62.25,3.00,0.00
SBVT,2014-03-30 14:00,89.60,32.00,52.23,6.00,0.00
SBVT,2014-03-30 15:00,89.60,32.00,52.23,5.00,0.00
SBVT,2014-03-30 16:00,89.60,32.00,59.01,9.00,0.00
SBVT,2014-03-30 17:00,89.60,32.00,59.01,10.00,0.00
SBVT,2014-03-30 18:00,89.60,32.00,59.01,11.00,0.00
SBVT,2014-03-30 19:00,89.60,32.00,59.01,11.00,0.00
SBVT,2014-03-30 20:00,82.40,28.00,78.90,12.00,0.00
SBVT,2014-03-30 21:00,80.60,27.00,78.76,7.00,0.00
SBVT,2014-03-30 22:00,80.60,27.00,78.76,5.00,0.00
SBVT,2014-03-30 23:00,80.60,27.00,83.66,3.00,0.00
SBVT,2014-03-31 00:00,80.60,27.00,83.66,2.00,0.00
SBVT,2014-03-31 01:00,80.60,27.00,83.66,3.00,0.00
SBVT,2014-03-31 02:00,78.80,26.00,88.75,4.00,0.00
SBVT,2014-03-31 03:00,77.00,25.00,94.19,3.00,0.00
SBVT,2014-03-31 04:00,77.00,25.00,94.19,4.00,0.00
SBVT,2014-03-31 05:00,77.00,25.00,88.67,2.00,0.00
SBVT,2014-03-31 06:00,77.00,25.00,94.19,2.00,0.00
SBVT,2014-03-31 07:00,77.00,25.00,94.19,1.00,0.00
SBVT,2014-03-31 08:00,75.20,24.00,94.14,0.00,0.00
SBVT,2014-03-31 09:00,75.20,24.00,94.14,3.00,0.00
SBVT,2014-03-31 10:00,77.00,25.00,88.67,3.00,0.00
SBVT,2014-03-31 11:00,78.80,26.00,88.75,2.00,0.00
SBVT,2014-03-31 12:00,86.00,30.00,66.15,3.00,0.00
SBVT,2014-03-31 13:00,86.00,30.00,66.15,7.00,0.00
SBVT,2014-03-31 14:00,87.80,31.00,62.47,6.00,0.00
SBVT,2014-03-31 15:00,89.60,32.00,59.01,9.00,0.00
SBVT,2014-03-31 16:00,91.40,33.00,59.24,8.00,0.00
SBVT,2014-03-31 17:00,89.60,32.00,62.68,12.00,0.00
SBVT,2014-03-31 18:00,84.20,29.00,74.44,8.00,0.00
SBVT,2014-03-31 19:00,82.40,28.00,83.77,5.00,0.00
SBVT,2014-03-31 20:00,80.60,27.00,83.66,5.00,0.00
SBVT,2014-03-31 21:00,80.60,27.00,83.66,3.00,0.00
SBVT,2014-03-31 22:00,80.60,27.00,83.66,4.00,0.00
SBVT,2014-03-31 23:00,78.80,26.00,88.75,4.00,0.00
SBVT,2014-04-01 00:00,78.80,26.00,88.75,2.00,0.00
SBVT,2014-04-01 01:00,78.80,26.00,88.75,2.00,0.00
SBVT,2014-04-01 02:00,77.00,25.00,94.19,0.00,0.00
SBVT,2014-04-01 03:00,77.00,25.00,94.19,2.00,0.00
SBVT,2014-04-01 04:00,77.00,25.00,94.19,1.00,0.00
SBVT,2014-04-01 05:00,77.00,25.00,94.19,2.00,0.00
SBVT,2014-04-01 06:00,77.00,25.00,94.19,2.00,0.00
SBVT,2014-04-01 07:00,75.20,24.00,94.14,0.00,0.00
SBVT,2014-04-01 08:00,75.20,24.00,94.14,2.00,0.00
SBVT,2014-04-01 09:00,75.20,24.00,94.14,2.00,0.00
SBVT,2014-04-01 10:00,77.00,25.00,94.19,1.00,0.00
SBVT,2014-04-01 11:00,82.40,28.00,74.28,3.00,0.00
SBVT,2014-04-01 12:00,84.20,29.00,70.08,5.00,0.00
SBVT,2014-04-01 13:00,89.60,32.00,59.01,6.00,0.00
SBVT,2014-04-01 14:00,86.00,30.00,74.61,8.00,0.00
SBVT,2014-04-01 15:00,87.80,31.00,66.35,7.00,0.00
SBVT,2014-04-01 16:00,91.40,33.00,59.24,6.00,0.00
SBVT,2014-04-01 17:00,91.40,33.00,59.24,12.00,0.00
SBVT,2014-04-01 18:00,89.60,32.00,55.53,10.00,0.00
SBVT,2014-04-01 19:00,84.20,29.00,70.08,8.00,0.00
SBVT,2014-04-01 19:48,82.40,28.00,74.28,6.00,0.00
SBVT,2014-04-01 20:00,82.40,28.00,74.28,10.00,0.00
SBVT,2014-04-01 21:00,80.60,27.00,78.76,6.00,0.00
SBVT,2014-04-01 22:00,80.60,27.00,78.76,5.00,0.00
SBVT,2014-04-01 23:00,80.60,27.00,78.76,3.00,0.00
SBVT,2014-04-02 00:00,78.80,26.00,78.62,3.00,0.00
SBVT,2014-04-02 01:00,78.80,26.00,78.62,2.00,0.00
SBVT,2014-04-02 02:00,78.80,26.00,83.55,2.00,0.00
SBVT,2014-04-02 03:00,77.00,25.00,88.67,2.00,0.00
SBVT,2014-04-02 04:00,77.00,25.00,88.67,3.00,0.00
SBVT,2014-04-02 05:00,77.00,25.00,88.67,2.00,0.00
SBVT,2014-04-02 06:00,75.20,24.00,88.59,1.00,0.00
SBVT,2014-04-02 07:00,75.20,24.00,94.14,2.00,0.00
SBVT,2014-04-02 08:00,75.20,24.00,94.14,2.00,0.00
SBVT,2014-04-02 09:00,75.20,24.00,94.14,3.00,0.00
SBVT,2014-04-02 10:00,77.00,25.00,94.19,4.00,0.00
SBVT,2014-04-02 11:00,84.20,29.00,70.08,4.00,0.00
SBVT,2014-04-02 12:00,86.00,30.00,62.25,5.00,0.00
SBVT,2014-04-02 13:00,89.60,32.00,55.53,8.00,0.00
SBVT,2014-04-02 14:00,91.40,33.00,52.48,6.00,0.00
SBVT,2014-04-02 15:00,89.60,32.00,55.53,4.00,0.00
SBVT,2014-04-02 16:00,91.40,33.00,55.77,10.00,0.00
SBVT,2014-04-02 17:00,91.40,33.00,59.24,11.00,0.00
SBVT,2014-04-02 18:00,87.80,31.00,62.47,13.00,0.00
SBVT,2014-04-02 19:00,87.80,31.00,62.47,13.00,0.00
SBVT,2014-04-02 20:00,84.20,29.00,65.95,10.00,0.00
SBVT,2014-04-02 21:00,82.40,28.00,74.28,8.00,0.00
SBVT,2014-04-02 22:00,80.60,27.00,83.66,4.00,0.00
SBVT,2014-04-02 23:00,80.60,27.00,83.66,3.00,0.00
SBVT,2014-04-03 00:00,80.60,27.00,83.66,5.00,0.00
SBVT,2014-04-03 01:00,80.60,27.00,83.66,4.00,0.00
SBVT,2014-04-03 02:00,80.60,27.00,83.66,3.00,0.00
SBVT,2014-04-03 03:00,80.60,27.00,83.66,3.00,0.00
SBVT,2014-04-03 04:00,78.80,26.00,88.75,4.00,0.00
SBVT,2014-04-03 05:00,78.80,26.00,83.55,4.00,0.00
SBVT,2014-04-03 06:00,77.00,25.00,88.67,4.00,0.00
SBVT,2014-04-03 07:00,77.00,25.00,88.67,2.00,0.00
SBVT,2014-04-03 08:00,77.00,25.00,88.67,2.00,0.00
SBVT,2014-04-03 09:00,75.20,24.00,94.14,2.00,0.00
SBVT,2014-04-03 10:00,80.60,27.00,83.66,3.00,0.00
SBVT,2014-04-03 11:00,84.20,29.00,65.95,2.00,0.00
SBVT,2014-04-03 12:00,87.80,31.00,55.29,5.00,0.00
SBVT,2014-04-03 13:00,89.60,32.00,52.23,6.00,0.00
SBVT,2014-04-03 14:00,91.40,33.00,49.36,7.00,0.00
SBVT,2014-04-03 15:00,91.40,33.00,59.24,8.00,0.00
SBVT,2014-04-03 16:00,87.80,31.00,62.47,10.00,0.00
SBVT,2014-04-03 17:00,91.40,33.00,55.77,11.00,0.00
SBVT,2014-04-03 18:00,86.00,30.00,62.25,10.00,0.00
SBVT,2014-04-03 19:00,82.40,28.00,74.28,5.00,0.00
SBVT,2014-04-03 20:00,80.60,27.00,78.76,4.00,0.00
SBVT,2014-04-03 21:00,80.60,27.00,83.66,3.00,0.00
SBVT,2014-04-03 22:00,78.80,26.00,94.23,3.00,0.00
SBVT,2014-04-03 23:00,78.80,26.00,94.23,3.00,0.00
SBVT,2014-04-04 00:00,78.80,26.00,88.75,4.00,0.00
SBVT,2014-04-04 01:00,75.20,24.00,94.14,5.00,0.00
SBVT,2014-04-04 02:00,75.20,24.00,94.14,2.00,0.00
SBVT,2014-04-04 02:25,75.20,24.00,94.14,6.00,0.00
SBVT,2014-04-04 03:00,75.20,24.00,94.14,4.00,0.00
SBVT,2014-04-04 04:00,75.20,24.00,83.32,5.00,0.00
SBVT,2014-04-04 05:00,75.20,24.00,83.32,2.00,0.00
SBVT,2014-04-04 06:00,75.20,24.00,83.32,2.00,0.00
SBVT,2014-04-04 07:00,75.20,24.00,88.59,0.00,0.00
SBVT,2014-04-04 08:00,75.20,24.00,88.59,0.00,0.00
SBVT,2014-04-04 09:00,75.20,24.00,88.59,1.00,0.00
SBVT,2014-04-04 10:00,75.20,24.00,88.59,4.00,0.00
SBVT,2014-04-04 11:00,80.60,27.00,78.76,4.00,0.00
SBVT,2014-04-04 12:00,82.40,28.00,74.28,8.00,0.00
SBVT,2014-04-04 13:00,null,null,null,8.00,0.00
SBVT,2014-04-04 14:00,84.20,29.00,65.95,14.00,0.00
SBVT,2014-04-04 15:00,84.20,29.00,70.08,12.00,0.00
SBVT,2014-04-04 16:00,80.60,27.00,78.76,14.00,0.00
SBVT,2014-04-04 17:00,82.40,28.00,74.28,13.00,0.00
SBVT,2014-04-04 18:00,82.40,28.00,69.90,10.00,0.00
SBVT,2014-04-04 19:00,80.60,27.00,74.11,10.00,0.00
SBVT,2014-04-04 20:00,80.60,27.00,78.76,8.00,0.00
SBVT,2014-04-04 21:00,78.80,26.00,78.62,9.00,0.00
SBVT,2014-04-04 22:00,78.80,26.00,83.55,8.00,0.00
SBVT,2014-04-04 23:00,77.00,25.00,83.44,11.00,0.00
SBVT,2014-04-05 00:00,75.20,24.00,88.59,5.00,0.00
SBVT,2014-04-05 01:00,77.00,25.00,83.44,3.00,0.00
SBVT,2014-04-05 02:00,77.00,25.00,88.67,3.00,0.00
SBVT,2014-04-05 03:00,75.20,24.00,88.59,5.00,0.00
SBVT,2014-04-05 04:00,75.20,24.00,88.59,4.00,0.00
SBVT,2014-04-05 05:00,75.20,24.00,88.59,5.00,0.00
SBVT,2014-04-05 06:00,75.20,24.00,88.59,3.00,0.00
SBVT,2014-04-05 07:00,75.20,24.00,88.59,5.00,0.00
SBVT,2014-04-05 08:00,75.20,24.00,88.59,2.00,0.00
SBVT,2014-04-05 09:00,75.20,24.00,88.59,3.00,0.00
SBVT,2014-04-05 10:00,77.00,25.00,83.44,8.00,0.00
SBVT,2014-04-05 11:00,78.80,26.00,83.55,8.00,0.00
SBVT,2014-04-05 12:00,80.60,27.00,74.11,10.00,0.00
SBVT,2014-04-05 13:00,82.40,28.00,65.74,12.00,0.00
SBVT,2014-04-05 14:00,84.20,29.00,65.95,14.00,0.00
SBVT,2014-04-05 15:00,84.20,29.00,62.03,16.00,0.00
SBVT,2014-04-05 16:00,84.20,29.00,65.95,15.00,0.00
SBVT,2014-04-05 17:00,84.20,29.00,58.32,14.00,0.00
SBVT,2014-04-05 18:00,82.40,28.00,61.81,12.00,0.00
SBVT,2014-04-05 19:00,82.40,28.00,61.81,11.00,0.00
SBVT,2014-04-05 20:00,82.40,28.00,58.08,11.00,0.00
SBVT,2014-04-05 21:00,80.60,27.00,65.54,7.00,0.00
SBVT,2014-04-05 22:00,78.80,26.00,65.33,7.00,0.00
SBVT,2014-04-05 23:00,77.00,25.00,57.36,5.00,0.00
SBVT,2014-04-06 00:00,77.00,25.00,69.33,5.00,0.00
SBVT,2014-04-06 01:00,77.00,25.00,73.78,7.00,0.00
SBVT,2014-04-06 02:00,77.00,25.00,73.78,7.00,0.00
SBVT,2014-04-06 03:00,75.20,24.00,78.34,5.00,0.00
SBVT,2014-04-06 04:00,73.40,23.00,83.21,2.00,0.00
SBVT,2014-04-06 05:00,71.60,22.00,88.43,4.00,0.00
SBVT,2014-04-06 06:00,71.60,22.00,88.43,4.00,0.00
SBVT,2014-04-06 07:00,69.80,21.00,88.34,3.00,0.00
SBVT,2014-04-06 08:00,69.80,21.00,88.34,5.00,0.00
SBVT,2014-04-06 09:00,69.80,21.00,88.34,4.00,0.00
SBVT,2014-04-06 11:00,77.00,25.00,69.33,5.00,0.00
SBVT,2014-04-06 12:00,82.40,28.00,48.05,7.00,0.00
SBVT,2014-04-06 13:00,82.40,28.00,54.55,7.00,0.00
SBVT,2014-04-06 14:00,84.20,29.00,51.47,8.00,0.00
SBVT,2014-04-06 15:00,84.20,29.00,51.47,9.00,0.00
SBVT,2014-04-06 16:00,84.20,29.00,54.80,12.00,0.00
SBVT,2014-04-06 17:00,84.20,29.00,58.32,14.00,0.00
SBVT,2014-04-06 18:00,82.40,28.00,61.81,12.00,0.00
SBVT,2014-04-06 19:00,82.40,28.00,61.81,13.00,0.00
SBVT,2014-04-06 20:00,80.60,27.00,65.54,11.00,0.00
SBVT,2014-04-06 21:00,78.80,26.00,69.52,7.00,0.00
SBVT,2014-04-06 22:00,78.80,26.00,73.95,5.00,0.00
SBVT,2014-04-06 23:00,77.00,25.00,78.48,3.00,0.00
SBVT,2014-04-07 00:00,75.20,24.00,78.34,5.00,0.00
SBVT,2014-04-07 01:00,73.40,23.00,83.21,2.00,0.00
SBVT,2014-04-07 02:00,73.40,23.00,83.21,4.00,0.00
SBVT,2014-04-07 03:00,73.40,23.00,83.21,4.00,0.00
SBVT,2014-04-07 04:00,71.60,22.00,83.09,2.00,0.00
SBVT,2014-04-07 05:00,71.60,22.00,83.09,2.00,0.00
SBVT,2014-04-07 06:00,71.60,22.00,83.09,4.00,0.00
SBVT,2014-04-07 07:00,69.80,21.00,82.98,3.00,0.00
SBVT,2014-04-07 08:00,71.60,22.00,78.04,5.00,0.00
